,Owner_Type,Age,Brand_Audi,Brand_BMW,Brand_Bentley,Brand_Chevrolet,Brand_Datsun,Brand_Fiat,Brand_Force,Brand_Ford,Brand_Honda,Brand_Hyundai,Brand_ISUZU,Brand_Jaguar,Brand_Jeep,Brand_Lamborghini,Brand_Land,Brand_Mahindra,Brand_Maruti,Brand_Mercedes-Benz,Brand_Mini,Brand_Mitsubishi,Brand_Nissan,Brand_Porsche,Brand_Renault,Brand_Skoda,Brand_Tata,Brand_Toyota,Brand_Volkswagen,Brand_Volvo,Model_Type_Hatchback,Model_Type_SUV/MUV/MPV,Model_Type_Sedan,Location_Bangalore,Location_Chennai,Location_Coimbatore,Location_Delhi,Location_Hyderabad,Location_Jaipur,Location_Kochi,Location_Kolkata,Location_Mumbai,Location_Pune,Fuel_Type_Diesel,Fuel_Type_LPG,Fuel_Type_Petrol,Transmission_Manual,LOG_Kilometers_Driven,LOG_Mileage_Converted,LOG_Engine,LOG_Power,LOG_Seats,LOG_Price
953,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,11.112447898373103,2.424802725718295,7.492203042618741,4.8283137373023015,1.6094379124341003,0.8960880245566357
954,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,11.580359789219825,2.6026896854443837,7.783224016336037,5.3706380281276624,1.6094379124341003,2.624668592163159
955,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,10.211339831777291,3.3068867021909143,7.311886164077165,4.591071261608589,1.6094379124341003,1.766441661243765
956,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,10.178160370394268,3.335413641116152,7.129297548929373,4.483002552013883,1.6094379124341003,2.186051276738094
957,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,9.11679862756782,3.0155349008501706,7.087573705557973,4.404277243608702,1.6094379124341003,1.6389967146756448
958,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,11.06637270205724,2.958549482426275,7.669961995473577,5.135798437050262,1.6094379124341003,2.8069901489571136
959,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,11.805595078933049,2.9391619220655967,6.966967138613983,4.204692619390966,1.6094379124341003,0.5007752879124892
960,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,9.305650551780507,2.740840023925201,7.374629015218945,4.793308128103486,1.6094379124341003,2.772588722239781
961,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,10.120693511183584,3.2805352052549286,7.129297548929373,4.30406509320417,1.6094379124341003,2.089391872533004
962,3,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,10.5356100312583,2.9391619220655967,7.087573705557973,4.406719247264253,1.6094379124341003,1.5040773967762742
963,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,10.915088464214607,2.830267833826459,7.311886164077165,4.581901559048737,1.6094379124341003,1.4586150226995167
964,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,11.307720058787032,2.9444389791664403,6.905753276311464,4.191168746857641,1.6094379124341003,0.9555114450274363
965,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,7.549609165154532,3.2256528091472245,6.683360945766275,3.975936331171799,1.6094379124341003,1.4929040961781488
966,3,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,10.91430634025357,2.8390784635086144,7.372118028337787,4.799090878625398,1.6094379124341003,1.6808279085207734
967,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,10.915088464214607,2.9391619220655967,6.966967138613983,4.204692619390966,1.6094379124341003,0.5596157879354227
968,3,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,9.998024706360116,2.9381031607173544,7.598399329323964,5.214935757608986,1.6094379124341003,2.803360380906535
969,3,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,11.238488619268468,2.916689066213538,7.598399329323964,5.176149732573829,1.6094379124341003,2.9444389791664403
970,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,11.082142548877775,3.2188758248682006,7.241366283322318,4.234251421632511,1.6094379124341003,1.0296194171811581
971,3,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,10.165851817003619,3.11529150861163,7.241366283322318,4.485598050847247,1.6094379124341003,1.824549292051046
972,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,9.356257246876337,2.8213788864092133,6.679599185844383,3.5322256440685598,2.0794415416798357,1.33500106673234
973,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,11.302204433654575,3.2268439945173775,7.129297548929373,4.30406509320417,1.6094379124341003,1.8082887711792655
974,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,10.049922830765674,3.1354942159291497,7.311886164077165,4.594715728084233,1.6094379124341003,2.4553061800117097
975,3,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,10.198244538659871,2.803360380906535,7.088408778675395,4.463606621666305,1.6094379124341003,1.423108334242607
976,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,11.119719900617751,2.615934912194404,7.780303087908373,4.995860008514102,1.9459101490553132,2.803360380906535
977,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,12.078239274020289,2.3513752571634776,7.68662133494462,4.787491742782046,2.0794415416798357,1.4586150226995167
978,3,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,9.798127036878302,2.917770732084279,7.087573705557973,4.382026634673881,1.6094379124341003,0.8109302162163288
979,3,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,11.050937623287538,3.1054831375131102,7.366445148327599,4.838818369947386,1.6094379124341003,1.9095425048844386
980,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,11.289781913656018,2.714694743820879,7.68662133494462,4.941642422609304,1.9459101490553132,2.2407096892759584
981,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,10.944788474491125,3.027230940613362,7.311886164077165,4.686750172980514,1.6094379124341003,1.6845453849209058
982,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,9.830486659651637,3.2805352052549286,7.129297548929373,4.30406509320417,1.6094379124341003,2.1412419425852827
983,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,11.23446738704598,2.617395832834079,7.221105098182496,4.486386649998124,1.6094379124341003,0.6151856390902335
984,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,11.314474526246391,3.131136910560194,7.129297548929373,4.30406509320417,1.6094379124341003,0.9162907318741551
985,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,11.002099841204238,3.094219220268645,7.089243155027514,4.302712827954156,1.6094379124341003,1.55814461804655
986,2,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,11.835008964139341,2.833213344056216,7.311218384419629,4.770684624465665,1.6094379124341003,1.252762968495368
987,3,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,11.112447898373103,3.1354942159291497,7.241366283322318,4.499809670330265,1.6094379124341003,1.7047480922384253
988,3,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,10.663124474364906,2.833213344056216,7.311218384419629,4.770684624465665,1.6094379124341003,1.8453002361560848
989,3,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,10.866623701641787,3.2363227384719213,6.841615476477592,4.053522567701846,1.6094379124341003,0.9042181506398859
990,3,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,10.509359684984632,2.785011242238338,6.902742737158593,4.128745988939433,1.6094379124341003,1.1939224684724346
991,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,11.251560700835821,2.448415541205585,7.68662133494462,4.9279780604152466,1.9459101490553132,1.252762968495368
992,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,11.350406535472453,2.424802725718295,8.00202481821611,5.540478923698008,1.9459101490553132,3.657130755799356
993,3,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,11.630708500626612,2.4423470353692043,8.0040315078527,5.459585514144159,1.6094379124341003,2.0781907597781832
994,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,11.562401108430754,2.65605490598383,7.9211727215870145,5.161924741642482,1.9459101490553132,2.5862591440482876
995,3,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,11.289781913656018,2.4203681286504293,7.598399329323964,5.0106352940962555,1.6094379124341003,2.2512917986064953
996,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,8.039802343736485,3.0140632302387145,7.2868764117507,4.6862892372728835,1.6094379124341003,2.6397713603489157
997,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,9.592605086913911,3.1945831322991562,7.02108396428914,4.2626798770413155,1.6094379124341003,1.944480556245719
998,2,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,11.56171562913966,2.580216829592325,7.598399329323964,5.135798437050262,1.6094379124341003,2.3978952727983707
999,2,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,11.018629143155449,2.379546134130174,7.822845290279774,5.3706380281276624,1.6094379124341003,2.3978952727983707
1000,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,11.350947565559865,2.8936995479888394,7.088408778675395,4.31748811353631,1.6094379124341003,0.8329091229351039
1001,3,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,10.778956289890028,2.794839331174601,7.68662133494462,5.234844943592463,1.6094379124341003,3.2771447329921766
1002,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,10.915088464214607,2.322387720290225,8.381831553485561,5.730099782973574,1.9459101490553132,4.204692619390966
1003,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,8.294049640102028,2.772588722239781,7.221105098182496,5.075173815233827,1.6094379124341003,2.8763855159214247
1004,2,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,11.451050061252142,2.312535423847214,7.763871287820222,5.0238805208462765,1.6094379124341003,1.5686159179138452
1005,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,11.020430797888961,2.9231615807191558,7.087573705557973,4.4520190064939165,1.6094379124341003,1.5195132049061133
1006,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,11.289781913656018,3.1945831322991562,7.02108396428914,4.2626798770413155,1.6094379124341003,1.252762968495368
1007,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,10.673364265954747,2.944965156500338,7.2868764117507,4.686750172980514,1.6094379124341003,2.0294631718735947
1008,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,10.714417768752456,2.9041650800285006,7.584773077612199,5.235058026908846,1.6094379124341003,3.2188758248682006
1009,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,10.695982206596772,2.9391619220655967,7.087573705557973,4.406719247264253,1.6094379124341003,1.7715567619105355
1010,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,11.343500389911293,2.5641798306825083,7.821643126239982,4.611152257665639,2.0794415416798357,2.6026896854443837
1011,3,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,10.46310334047155,2.917770732084279,7.087573705557973,4.382026634673881,1.6094379124341003,1.5260563034950492
1012,3,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,10.691944912900398,3.125443880075648,7.311886164077165,4.59096983658695,1.6094379124341003,1.589235205116581
1013,3,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,11.121880879523294,2.833213344056216,7.311218384419629,4.770684624465665,1.6094379124341003,1.6582280766035324
1014,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,9.819290393735372,2.6946271807700692,7.311218384419629,4.798761335040277,1.6094379124341003,2.5185025992165158
1015,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,10.46310334047155,3.094219220268645,7.089243155027514,4.302712827954156,1.6094379124341003,1.33500106673234
1016,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,10.799575577092764,2.958549482426275,7.669961995473577,5.135798437050262,1.6094379124341003,2.191653532286764
1017,3,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,11.141861783579396,3.122364924487357,7.311886164077165,4.498030310430188,1.6094379124341003,1.9740810260220096
1018,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,10.05311372649194,2.667228206581955,7.241366283322318,4.174387269895637,1.6094379124341003,1.5040773967762742
1019,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,11.134034125797095,3.2805352052549286,7.129297548929373,4.30406509320417,1.6094379124341003,1.423108334242607
1020,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,11.220043228404824,3.2228678461377385,7.129297548929373,4.483002552013883,1.6094379124341003,2.0719132752590443
1021,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,11.407564949312402,2.944965156500338,7.2868764117507,4.6862892372728835,1.6094379124341003,1.9810014688665833
1022,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,9.998797732340453,2.9391619220655967,6.905753276311464,4.206184043977636,1.6094379124341003,1.308332819650179
1023,1,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,11.603679828238693,3.2363227384719213,6.841615476477592,4.053522567701846,1.6094379124341003,0.4054651081081644
1024,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,9.500244972781061,2.772588722239781,7.599401333415815,4.941642422609304,1.9459101490553132,2.4849066497880004
1025,2,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,10.839580911706463,2.9861868607104594,6.990256500493881,4.220242729097475,1.6094379124341003,0.7884573603642703
1026,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,11.542484267211773,2.6340447877917144,7.68662133494462,4.927253685157205,1.9459101490553132,1.2809338454620642
1027,3,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,10.669001905221974,3.013572191682322,7.087573705557973,4.368181227851829,1.6094379124341003,0.6523251860396901
1028,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,11.589886506106357,2.4300984132930052,7.9211727215870145,5.144583266605995,1.9459101490553132,3.0204248861443626
1029,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,11.319425663745703,2.8622008809294686,7.547501682814967,4.663439094112067,1.6094379124341003,1.4469189829363254
1030,3,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,10.275051108968611,2.9391619220655967,7.087573705557973,4.406719247264253,1.6094379124341003,1.1631508098056809
1031,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,10.714417768752456,3.152736022363656,7.129297548929373,4.30406509320417,1.6094379124341003,1.3480731482996928
1032,3,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,11.444657330797734,3.1354942159291497,7.241366283322318,4.499809670330265,1.6094379124341003,1.247032293786383
1033,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,11.470038840567756,3.251536607107749,7.311886164077165,4.59511985013459,1.6094379124341003,1.5151272329628591
1034,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,11.77528972943772,3.2375012889913655,7.129297548929373,4.483002552013883,1.9459101490553132,1.9459101490553132
1035,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,11.119038075672119,3.033509637888021,7.129297548929373,4.486386649998124,1.9459101490553132,1.749199854809259
1036,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,10.77228827467366,2.8213788864092133,7.311218384419629,4.7561730595246186,1.6094379124341003,2.166765369851511
1037,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,10.46310334047155,2.9806186357439426,6.679599185844383,3.835141961092188,1.6094379124341003,0.5306282510621704
1038,3,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,11.127262984158243,2.3896797998449792,8.0702808933939,5.2832037287379885,1.9459101490553132,3.3843902633457743
1039,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,10.454149084799319,3.190476350346503,7.129297548929373,4.483002552013883,1.6094379124341003,2.3504224224082058
1040,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,9.260272740724393,2.151762203259462,7.903226808730733,5.579729825986222,0.6931471805599453,4.1588830833596715
1041,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,10.968198289528557,3.131136910560194,7.129297548929373,4.30406509320417,1.6094379124341003,2.0215475632609334
1042,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,10.596634733096073,2.866192902199006,7.084226422097916,4.485259889315534,1.6094379124341003,1.3737155789130306
1043,0,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,11.018629143155449,2.833213344056216,7.087573705557973,4.382026634673881,1.6094379124341003,1.1786549963416462
