,Brand,Model_Type,Fuel_Type,Transmission,Owner_Type,Location,Age,Kilometers_Driven,Mileage_Converted,Engine,Power,Seats,Price
1128,Maruti,Hatchback,Petrol,Automatic,First,Hyderabad,3,21600,23.1,998,67.04,5,4.65
1129,Mercedes-Benz,Sedan,Diesel,Automatic,First,Mumbai,9,39000,14.84,2143,170.0,5,9.5
1130,Maruti,Sedan,Petrol,Manual,First,Mumbai,8,58075,17.5,1298,85.8,5,2.95
1131,Volkswagen,Sedan,Petrol,Manual,First,Mumbai,8,58000,15.04,1598,103.6,5,3.0
1132,Maruti,Hatchback,Diesel,Manual,First,Hyderabad,4,58000,25.2,1248,74.0,5,5.95
1133,Toyota,Sedan,Petrol,Automatic,First,Delhi,11,89000,14.53,1798,138.1,5,4.0
1134,Honda,Sedan,Petrol,Manual,First,Delhi,11,72000,13.5,1799,130.0,5,2.5
1135,Ford,SUV/MUV/MPV,Petrol,Automatic,First,Kolkata,2,1800,16.05,1499,110.4,5,11.37
1136,Fiat,Sedan,Diesel,Manual,Second,Pune,9,172050,19.0,1248,93.0,5,2.25
1137,Hyundai,Hatchback,Petrol,Manual,First,Jaipur,6,46230,19.81,1086,68.05,5,3.1
1138,Volvo,SUV/MUV/MPV,Diesel,Automatic,First,Kochi,5,86925,11.2,2400,215.0,5,17.18
1139,Hyundai,Hatchback,Petrol,Manual,First,Jaipur,1,5000,18.6,1197,81.83,5,6.5
1140,Honda,Sedan,Diesel,Manual,First,Ahmedabad,5,66000,26.0,1498,98.6,5,5.7
1141,Toyota,SUV/MUV/MPV,Diesel,Manual,First,Ahmedabad,6,119000,12.99,2494,100.0,8,8.0
1142,Renault,Hatchback,Petrol,Manual,First,Chennai,3,45000,25.17,799,53.3,5,2.6
1143,Maruti,Hatchback,Petrol,Manual,First,Hyderabad,10,66149,19.0,998,66.1,5,2.45
1144,Mercedes-Benz,Hatchback,Petrol,Automatic,First,Kochi,5,42070,14.8,1595,120.7,5,11.57
1145,Maruti,Hatchback,Petrol,Manual,First,Kolkata,7,35503,18.9,998,67.1,5,2.3
1146,Maruti,Hatchback,Diesel,Manual,First,Jaipur,3,41460,25.2,1248,74.0,5,5.9
1147,Hyundai,Sedan,Petrol,Automatic,First,Mumbai,4,40600,17.0,1591,121.3,5,7.2
1148,Hyundai,Sedan,Diesel,Automatic,First,Ahmedabad,6,87000,22.0,1582,126.2,5,5.9
1149,Honda,Sedan,Petrol,Manual,Second,Chennai,5,30000,16.8,1497,116.3,5,6.0
1150,Hyundai,Hatchback,Petrol,Manual,First,Kolkata,9,27089,16.0,1086,66.7,5,1.95
1151,Toyota,Sedan,Diesel,Manual,First,Coimbatore,3,53702,23.59,1364,67.04,5,6.55
1152,Volvo,Sedan,Diesel,Automatic,First,Hyderabad,4,51000,27.03,1969,190.0,5,25.0
1153,Ford,Hatchback,Diesel,Manual,First,Kolkata,7,36542,20.0,1399,68.05,5,2.65
1154,Mercedes-Benz,Sedan,Diesel,Automatic,First,Mumbai,2,15000,13.0,2987,265.0,5,69.5
1155,BMW,Sedan,Diesel,Automatic,First,Chennai,7,65000,22.69,1995,190.0,5,14.0
1156,Maruti,Hatchback,Petrol,Manual,Second,Pune,5,32000,22.74,796,47.3,5,2.1
1157,Toyota,SUV/MUV/MPV,Diesel,Manual,First,Hyderabad,2,24393,13.68,2393,147.8,7,20.4
1158,Volkswagen,Hatchback,Petrol,Manual,First,Hyderabad,0,1000,18.78,999,75.0,5,5.68
1159,Nissan,SUV/MUV/MPV,Petrol,Manual,First,Mumbai,5,28238,13.24,1598,102.5,5,5.55
1160,Mitsubishi,SUV/MUV/MPV,Diesel,Manual,First,Mumbai,6,59000,13.5,2477,175.56,7,12.75
1161,Honda,Sedan,Petrol,Manual,Second,Mumbai,7,92000,14.8,1799,130.2,5,3.35
1162,Maruti,Hatchback,Petrol,Manual,First,Kolkata,6,56840,22.74,796,47.3,5,1.55
1163,Volkswagen,Sedan,Diesel,Manual,Second,Coimbatore,6,62746,20.54,1598,103.6,5,5.9
1164,Land,SUV/MUV/MPV,Diesel,Automatic,First,Hyderabad,7,96000,12.35,2179,187.74,5,18.98
1165,Honda,SUV/MUV/MPV,Petrol,Manual,First,Mumbai,5,24000,13.7,1997,153.86,5,11.51
1166,Maruti,SUV/MUV/MPV,Diesel,Manual,First,Mumbai,3,54000,20.77,1248,88.76,7,7.75
1167,Toyota,SUV/MUV/MPV,Diesel,Manual,First,Chennai,3,90000,12.99,2494,100.6,7,13.9
1168,Tata,Sedan,Petrol,Manual,First,Kolkata,9,40000,15.0,1368,90.0,5,1.35
1169,Audi,SUV/MUV/MPV,Diesel,Automatic,Second,Mumbai,4,65938,12.07,2967,241.4,7,38.0
1170,Hyundai,Sedan,Petrol,Automatic,First,Mumbai,2,16100,17.1,1591,121.4,5,11.6
1171,Volkswagen,Sedan,Diesel,Automatic,First,Hyderabad,2,3600,21.5,1498,108.5,5,12.25
1172,Honda,Sedan,Petrol,Manual,First,Jaipur,8,52000,17.0,1497,118.0,5,3.8
1173,Ford,Hatchback,Diesel,Manual,First,Mumbai,5,54000,20.0,1399,68.05,5,3.25
1174,Honda,Hatchback,Petrol,Manual,First,Mumbai,3,15399,18.7,1199,88.7,5,6.4
1175,Volkswagen,Hatchback,Petrol,Manual,Second,Bangalore,7,75000,16.47,1198,73.9,5,3.95
1176,Honda,Sedan,Petrol,Manual,First,Delhi,9,76752,17.4,1497,117.3,5,3.57
1177,Honda,Sedan,Petrol,Manual,Second,Mumbai,14,56000,17.7,1497,78.0,5,1.25
1178,Maruti,Hatchback,CNG,Manual,First,Pune,4,70000,18.71,998,58.2,5,3.65
1179,Honda,SUV/MUV/MPV,Petrol,Automatic,Second,Kolkata,6,46125,12.0,2354,187.4,5,12.5
1180,BMW,Sedan,Diesel,Automatic,Second,Ahmedabad,5,35000,18.12,1995,190.0,5,23.0
1181,Ambassador,Sedan,Diesel,Manual,Third,Chennai,16,80000,12.8,1489,35.5,5,1.35
1182,Mahindra,SUV/MUV/MPV,Diesel,Manual,First,Coimbatore,7,62729,12.05,2179,120.0,8,6.32
1183,Volkswagen,Sedan,Diesel,Manual,First,Kolkata,7,34000,20.54,1598,103.6,5,3.4
1184,Maruti,Hatchback,Petrol,Manual,Second,Jaipur,20,70000,17.3,993,60.0,5,0.77
1185,Maruti,Hatchback,Petrol,Manual,First,Jaipur,10,32000,16.1,796,37.0,4,0.9
1186,Toyota,Sedan,Petrol,Automatic,First,Delhi,2,21000,14.28,1798,138.03,5,18.0
1187,BMW,Sedan,Petrol,Automatic,First,Pune,6,49000,14.59,1997,245.0,5,19.0
1188,Ford,Sedan,Petrol,Manual,Third,Chennai,12,40000,13.8,1299,70.0,5,1.1
1189,Chevrolet,Hatchback,Petrol,Manual,Second,Pune,7,78000,18.6,1199,79.4,5,2.0
1190,Toyota,Sedan,Diesel,Manual,First,Ahmedabad,7,52000,21.43,1364,86.79,5,6.5
1191,Mahindra,SUV/MUV/MPV,Diesel,Manual,First,Bangalore,5,65213,16.0,2179,140.0,7,9.45
1192,Hyundai,Sedan,Diesel,Manual,First,Mumbai,3,170000,24.4,1120,71.0,5,4.0
1193,Mercedes-Benz,Sedan,Diesel,Automatic,First,Kochi,2,36884,13.0,2143,204.0,5,32.25
1194,Hyundai,Hatchback,Petrol,Manual,First,Pune,10,62500,20.36,1197,78.9,5,2.1
1195,Toyota,Sedan,Petrol,Automatic,Second,Mumbai,4,68000,14.28,1798,138.03,5,9.75
1196,Toyota,Sedan,Petrol,Manual,First,Kolkata,5,40748,14.53,1798,138.0,5,6.3
1197,Audi,SUV/MUV/MPV,Diesel,Automatic,First,Hyderabad,6,60000,17.32,1968,184.0,5,21.0
1198,Hyundai,Hatchback,Diesel,Manual,First,Mumbai,5,12400,21.9,1396,88.8,5,4.65
1199,Mercedes-Benz,Sedan,Diesel,Automatic,Second,Mumbai,6,87000,19.27,2143,167.62,5,17.0
1200,Maruti,Hatchback,Diesel,Manual,First,Pune,6,20248,21.1,1248,73.9,5,4.35
1201,Hyundai,SUV/MUV/MPV,Diesel,Manual,First,Coimbatore,2,52383,19.67,1582,126.2,5,14.82
1202,Jaguar,Sedan,Diesel,Automatic,First,Delhi,1,1000,13.6,1999,177.0,5,40.0
1203,Mahindra,SUV/MUV/MPV,Diesel,Manual,First,Chennai,3,85000,14.95,2489,93.7,7,6.15
1204,Toyota,SUV/MUV/MPV,Diesel,Manual,First,Ahmedabad,5,47000,12.99,2494,100.6,7,11.25
1205,Toyota,Sedan,Petrol,Automatic,First,Pune,1,17585,19.16,2494,157.7,5,32.0
1206,Audi,SUV/MUV/MPV,Diesel,Automatic,First,Coimbatore,1,32496,13.22,2967,241.4,5,45.62
1207,Maruti,Hatchback,Diesel,Manual,First,Kochi,2,34613,28.4,1248,74.0,5,6.24
1208,Maruti,SUV/MUV/MPV,Diesel,Manual,First,Chennai,4,153000,20.77,1248,88.76,7,4.8
1209,Maruti,Hatchback,Petrol,Manual,Second,Chennai,5,54000,16.1,1197,85.0,5,4.5
1210,Hyundai,Hatchback,Petrol,Manual,First,Kochi,4,16900,20.36,1197,78.9,5,3.87
1211,Hyundai,Hatchback,Petrol,Manual,First,Delhi,6,62334,20.36,1197,78.9,5,2.75
1212,Maruti,Hatchback,Petrol,Manual,First,Kochi,1,23714,21.4,1197,83.1,5,6.57
1213,Hyundai,Sedan,Petrol,Manual,First,Jaipur,9,52325,16.36,1495,93.7,5,2.0
1214,Honda,Hatchback,Petrol,Manual,First,Ahmedabad,7,50000,19.4,1198,86.8,5,3.65
1215,Maruti,Hatchback,Diesel,Manual,First,Hyderabad,3,55746,22.9,1248,74.0,5,6.95
1216,Hyundai,Sedan,Petrol,Manual,First,Bangalore,5,54000,20.14,1197,81.86,5,5.5
1217,Mahindra,SUV/MUV/MPV,Diesel,Manual,First,Kolkata,6,43000,16.0,2179,140.0,7,7.0
1218,Mercedes-Benz,Sedan,Diesel,Automatic,First,Delhi,5,40000,13.0,2143,201.1,5,24.0
1219,Mercedes-Benz,Sedan,Diesel,Automatic,First,Bangalore,3,51944,19.27,2143,170.0,5,32.5
1220,Hyundai,Hatchback,Diesel,Manual,First,Kochi,4,46950,21.27,1396,88.76,5,6.45
1221,Skoda,Sedan,Diesel,Automatic,First,Mumbai,4,23000,19.3,1968,141.0,5,15.75
1222,Honda,Sedan,Petrol,Manual,First,Mumbai,5,54546,17.0,1497,118.0,5,5.5
1223,Toyota,SUV/MUV/MPV,Diesel,Automatic,First,Kochi,4,51535,12.55,2982,168.5,7,19.03
1224,Audi,SUV/MUV/MPV,Diesel,Automatic,First,Kolkata,6,45000,17.32,1968,184.0,5,15.25
1225,Maruti,Hatchback,Petrol,Manual,First,Hyderabad,7,46004,20.92,998,67.1,5,2.4
1226,Tata,Sedan,Diesel,Manual,First,Chennai,8,124000,23.03,1396,69.0,5,2.3
1227,Audi,Sedan,Diesel,Automatic,First,Kochi,5,77395,17.11,1968,174.33,5,14.35
1228,Maruti,Hatchback,CNG,Manual,First,Mumbai,1,10600,23.89,796,40.3,4,3.5
1229,Honda,Sedan,Petrol,Automatic,First,Kochi,1,22974,18.0,1497,117.3,5,11.97
1230,Toyota,SUV/MUV/MPV,Diesel,Manual,First,Ahmedabad,4,65012,14.24,2755,174.5,7,18.9
1231,Hyundai,Hatchback,Petrol,Manual,First,Ahmedabad,2,17125,18.9,1197,82.0,5,5.4
1232,Maruti,SUV/MUV/MPV,Petrol,Manual,First,Hyderabad,4,90413,15.1,1196,73.0,7,2.95
1233,Volkswagen,Hatchback,Petrol,Manual,First,Bangalore,6,37000,16.47,1198,73.9,5,5.1
1234,Maruti,Hatchback,Petrol,Manual,First,Jaipur,13,65000,18.9,1061,67.0,5,1.5
1235,Honda,Sedan,Petrol,Manual,First,Bangalore,8,66000,17.0,1497,118.0,5,4.9
1236,Honda,Sedan,Petrol,Manual,First,Mumbai,9,86000,14.8,1799,130.2,5,2.9
1237,Honda,Sedan,Petrol,Manual,First,Pune,14,98437,13.0,1493,100.0,5,1.15
1238,Hyundai,Hatchback,Petrol,Manual,First,Kolkata,9,18000,18.5,1197,80.0,5,2.3
1239,Hyundai,Hatchback,Diesel,Manual,First,Kochi,1,35070,24.0,1120,70.0,5,5.99
1240,Volkswagen,Sedan,Petrol,Automatic,Third,Pune,8,42000,14.4,1598,103.6,5,3.4
1241,Hyundai,Hatchback,Petrol,Manual,First,Kolkata,10,40000,20.36,1197,78.9,5,1.7
1242,Hyundai,Hatchback,Petrol,Manual,First,Kolkata,10,43000,17.0,1197,80.0,5,1.99
1243,Chevrolet,Hatchback,Petrol,Manual,First,Pune,7,65000,18.6,1199,79.4,5,2.5
1244,Volkswagen,Hatchback,Diesel,Manual,First,Hyderabad,6,74000,22.07,1199,73.9,5,4.85
1245,Ford,Hatchback,Petrol,Manual,First,Hyderabad,9,51192,15.6,1196,70.0,5,2.65
1246,Audi,Convertible/Coupe,Petrol,Automatic,First,Kochi,5,14262,9.9,1984,207.8,2,27.35
1247,Honda,Sedan,Diesel,Manual,Second,Jaipur,4,66339,25.1,1498,98.6,5,6.9
1248,Ford,Hatchback,Diesel,Manual,First,Hyderabad,6,90200,20.0,1399,68.05,5,3.5
1249,Toyota,SUV/MUV/MPV,Diesel,Manual,First,Delhi,4,57854,12.99,2494,100.6,7,12.5
1250,Maruti,Sedan,Petrol,Automatic,First,Delhi,2,32000,19.12,1373,91.1,5,9.2
1251,Hyundai,Hatchback,Petrol,Automatic,First,Mumbai,4,29631,18.9,1197,82.0,5,4.9
1252,Ford,SUV/MUV/MPV,Petrol,Manual,First,Kochi,5,54173,18.88,999,123.24,5,5.55
1253,Skoda,Sedan,Petrol,Automatic,First,Ahmedabad,5,50000,14.7,1798,177.6,5,13.5
1254,Fiat,Sedan,Diesel,Manual,First,Kolkata,9,145000,20.4,1248,91.7,5,2.6
1255,Maruti,Hatchback,Petrol,Manual,First,Jaipur,4,78000,16.1,1298,88.2,5,4.5
1256,Land,SUV/MUV/MPV,Diesel,Automatic,Second,Delhi,6,65000,11.8,2993,180.0,7,34.0
1257,Toyota,SUV/MUV/MPV,Diesel,Manual,First,Hyderabad,7,120000,12.8,2494,102.0,7,12.0
1258,Maruti,Hatchback,Diesel,Manual,First,Mumbai,4,14000,28.4,1248,74.0,5,5.25
1259,Audi,Sedan,Diesel,Automatic,First,Kochi,5,57456,17.68,1968,174.33,5,21.56
1260,BMW,Sedan,Diesel,Automatic,First,Coimbatore,7,44450,22.48,1995,190.0,5,24.68
1261,Hyundai,Hatchback,Petrol,Manual,First,Delhi,6,63777,18.5,1197,82.9,5,3.67
1262,BMW,SUV/MUV/MPV,Diesel,Automatic,First,Mumbai,3,31000,17.05,1995,190.0,5,29.5
1263,Toyota,Sedan,Petrol,Manual,First,Delhi,7,60000,17.6,1496,88.73,5,3.1
1264,Tata,Sedan,Diesel,Manual,First,Ahmedabad,4,78008,17.0,1405,70.0,5,2.9
1265,Volkswagen,Hatchback,Petrol,Automatic,First,Mumbai,10,27078,10.98,1984,114.4,4,15.95
1266,Volkswagen,Hatchback,Diesel,Manual,First,Hyderabad,8,57275,19.7,1598,103.6,5,4.5
1267,Hyundai,Hatchback,Diesel,Manual,First,Delhi,5,45000,24.0,1120,70.0,5,3.49
1268,Maruti,Hatchback,Diesel,Manual,First,Delhi,5,57319,25.2,1248,74.0,5,4.25
1269,Hyundai,Sedan,Diesel,Manual,Second,Chennai,11,121097,24.0,1396,88.76,5,1.9
1270,BMW,Sedan,Diesel,Automatic,First,Mumbai,8,89000,16.73,1995,218.0,5,16.57
1271,Honda,Sedan,Petrol,Manual,First,Bangalore,7,72000,17.0,1497,118.0,5,5.75
1272,Audi,Sedan,Diesel,Automatic,Second,Delhi,6,36000,16.55,1968,147.51,5,14.0
1273,Fiat,Sedan,Diesel,Manual,Second,Jaipur,6,86000,19.5,1248,75.0,5,2.5
1274,Honda,Sedan,Petrol,Manual,First,Ahmedabad,17,85000,13.0,1343,90.0,5,1.2
1275,BMW,Sedan,Diesel,Automatic,First,Kochi,6,37613,22.69,1995,190.0,5,13.95
1276,Ford,Sedan,Petrol,Manual,First,Chennai,12,100000,16.6,1388,68.0,5,1.6
1277,Tata,Hatchback,Petrol,Automatic,First,Coimbatore,3,5240,21.9,624,37.48,4,3.6
1278,Maruti,SUV/MUV/MPV,CNG,Manual,First,Mumbai,1,20000,10.79,1196,73.0,5,4.5
1279,Maruti,Hatchback,Petrol,Manual,First,Coimbatore,0,16862,20.89,1197,81.8,5,6.06
1280,Maruti,Sedan,Petrol,Manual,Second,Coimbatore,6,59254,17.5,1298,85.8,5,5.29
1281,Ford,SUV/MUV/MPV,Diesel,Manual,First,Jaipur,5,60000,22.7,1498,89.84,5,5.75
1282,Maruti,Sedan,Petrol,Manual,First,Coimbatore,5,47674,19.1,1197,85.8,5,5.72
1283,Hyundai,Hatchback,Petrol,Automatic,First,Kochi,5,61517,16.95,1197,78.9,5,4.39
1284,Mahindra,SUV/MUV/MPV,Diesel,Manual,First,Coimbatore,3,62946,15.1,2179,140.0,7,11.05
1285,Hyundai,Hatchback,Diesel,Manual,Second,Delhi,4,66823,22.54,1396,88.73,5,4.83
1286,Maruti,Hatchback,CNG,Manual,First,Pune,6,79494,23.96,998,67.04,5,2.96
1287,Hyundai,Hatchback,Diesel,Manual,Second,Chennai,7,107000,21.27,1396,88.76,5,4.5
1288,BMW,Sedan,Diesel,Automatic,Second,Mumbai,8,55000,16.46,2993,258.0,5,19.5
1289,Skoda,Sedan,Petrol,Automatic,First,Mumbai,2,24000,14.3,1598,103.52,5,8.75
1290,Audi,SUV/MUV/MPV,Diesel,Automatic,First,Mumbai,3,20002,14.75,2967,245.0,7,67.0
1291,Honda,Sedan,Petrol,Manual,First,Kochi,3,54317,17.4,1497,117.3,5,8.4
1292,Hyundai,Sedan,Petrol,Manual,First,Mumbai,3,10200,19.1,1197,82.0,5,4.99
1293,Honda,Sedan,Diesel,Manual,First,Coimbatore,3,24337,26.0,1498,98.6,5,8.18
1294,Honda,Hatchback,Petrol,Manual,First,Pune,7,79000,18.4,1198,86.8,5,2.9
1295,Maruti,Sedan,Diesel,Manual,First,Jaipur,4,40500,28.09,1248,88.5,5,7.1
1296,Maruti,Sedan,Diesel,Manual,First,Pune,3,23000,26.59,1248,74.0,5,7.05
1297,Honda,SUV/MUV/MPV,Petrol,Automatic,First,Pune,4,63050,11.1,2354,158.8,5,17.5
1298,Toyota,Sedan,Petrol,Automatic,Second,Mumbai,11,78000,14.53,1794,138.1,5,3.41
1299,Honda,Sedan,Petrol,Manual,First,Coimbatore,7,66245,17.0,1497,118.0,5,5.68
1300,Mahindra,SUV/MUV/MPV,Diesel,Manual,First,Bangalore,12,74112,12.05,2179,120.0,9,4.1
1301,Skoda,Sedan,Petrol,Manual,First,Delhi,8,87670,13.4,1798,157.8,5,4.0
1302,BMW,Sedan,Diesel,Automatic,First,Hyderabad,4,10000,18.88,1995,184.0,5,30.0
1303,Maruti,Sedan,Petrol,Manual,First,Chennai,12,62493,15.0,1586,104.68,5,1.8
1304,Maruti,Sedan,Petrol,Manual,First,Kochi,4,44620,20.73,1373,91.1,5,6.93
1305,Land,SUV/MUV/MPV,Diesel,Automatic,First,Bangalore,7,66538,10.2,4367,308.0,7,70.0
1306,Toyota,SUV/MUV/MPV,Diesel,Manual,First,Ahmedabad,6,60000,12.99,2494,100.0,7,7.9
1307,Hyundai,SUV/MUV/MPV,Diesel,Automatic,First,Chennai,5,110000,13.01,2199,194.3,7,14.4
1308,Mercedes-Benz,Sedan,Petrol,Automatic,Second,Mumbai,8,45000,11.74,1796,186.0,5,13.5
1309,Maruti,Hatchback,CNG,Manual,Second,Mumbai,5,40000,19.0,998,58.16,5,3.15
1310,Maruti,Hatchback,Petrol,Manual,First,Coimbatore,7,49008,19.7,796,46.3,5,2.88
1311,Maruti,Hatchback,Petrol,Manual,First,Kolkata,3,31000,24.7,796,47.3,5,2.15
1312,Nissan,Sedan,Petrol,Manual,First,Pune,6,8000,16.95,1498,97.7,5,3.75
1313,Maruti,Hatchback,Petrol,Manual,First,Mumbai,0,171,24.7,796,47.3,5,3.6
1314,Maruti,Hatchback,Petrol,Manual,First,Kolkata,1,2100,24.07,998,67.1,5,3.6
1315,Hyundai,Hatchback,Petrol,Automatic,First,Coimbatore,1,20667,18.9,1197,81.86,5,7.55
1316,Honda,SUV/MUV/MPV,Diesel,Manual,First,Kolkata,4,50000,24.2,1498,98.6,7,4.7
1317,Tata,Sedan,Diesel,Manual,Second,Jaipur,9,100030,18.8,1248,90.0,5,1.6
1318,Chevrolet,Sedan,Diesel,Manual,First,Pune,8,75372,16.52,1991,123.7,5,3.34
1319,Honda,Sedan,Petrol,Automatic,First,Kochi,3,60475,18.0,1497,117.3,5,9.1
1320,Hyundai,Hatchback,Petrol,Manual,First,Kochi,0,18453,18.9,1197,81.86,5,6.17
1321,Hyundai,Sedan,Diesel,Manual,First,Hyderabad,11,96578,22.0,1582,126.2,5,2.5
1322,Nissan,Hatchback,Petrol,Manual,First,Kolkata,3,31001,18.44,1198,75.0,5,3.0
1323,Hyundai,Sedan,Diesel,Manual,First,Jaipur,7,65900,22.32,1582,126.32,5,5.75
1324,Hyundai,SUV/MUV/MPV,Petrol,Manual,First,Bangalore,2,26246,15.29,1591,121.3,5,10.75
1325,Maruti,Hatchback,Petrol,Manual,Second,Jaipur,6,62700,20.51,998,67.04,5,2.85
1326,Honda,Sedan,Petrol,Automatic,First,Chennai,11,90000,10.2,2354,180.0,5,6.5
1327,Honda,Sedan,Petrol,Automatic,First,Bangalore,3,36000,16.8,1497,118.0,5,9.45
1328,Maruti,Hatchback,Diesel,Manual,First,Delhi,3,46000,27.39,1248,74.0,5,6.75
1329,Honda,Sedan,Diesel,Manual,First,Coimbatore,2,73003,26.0,1498,98.6,5,7.75
1330,Hyundai,Hatchback,Diesel,Manual,First,Kochi,5,46566,22.54,1396,88.76,5,4.4
1331,Mercedes-Benz,Sedan,Diesel,Automatic,First,Jaipur,4,41493,13.0,2987,265.0,5,42.0
1332,Nissan,SUV/MUV/MPV,Diesel,Manual,First,Kochi,5,103788,19.01,1461,108.5,5,5.67
1333,Renault,SUV/MUV/MPV,Diesel,Automatic,First,Bangalore,3,45000,19.6,1461,108.45,5,11.5
1334,Maruti,Hatchback,Petrol,Manual,First,Pune,10,120000,18.9,998,67.1,5,1.69
1335,Hyundai,Hatchback,Diesel,Manual,Second,Jaipur,10,97359,17.1,1493,110.0,5,1.8
1336,Maruti,Hatchback,Petrol,Manual,First,Mumbai,3,62000,18.5,1197,85.8,5,3.2
1337,BMW,Sedan,Diesel,Automatic,First,Kochi,0,18373,22.48,1995,187.74,5,45.86
1338,Volkswagen,Hatchback,Petrol,Manual,First,Hyderabad,3,60453,16.47,1198,74.0,5,5.1
1339,Ford,Hatchback,Petrol,Manual,Second,Mumbai,9,69009,15.6,1196,70.0,5,2.4
1340,BMW,Sedan,Diesel,Automatic,First,Hyderabad,6,30000,18.88,1995,184.0,5,22.0
1341,Hyundai,Sedan,Diesel,Manual,First,Delhi,7,70707,22.32,1582,126.32,5,4.28
1342,Renault,SUV/MUV/MPV,Diesel,Manual,First,Coimbatore,4,64677,20.45,1461,83.8,5,5.67
1343,Hyundai,Hatchback,Petrol,Automatic,First,Bangalore,1,3000,18.9,1197,81.86,5,6.2
1344,BMW,SUV/MUV/MPV,Diesel,Automatic,Second,Bangalore,6,49000,17.05,1995,184.0,5,14.49
1345,Maruti,Hatchback,Diesel,Manual,First,Pune,9,71000,21.1,1248,73.9,5,3.0
1346,Hyundai,Hatchback,Petrol,Manual,Second,Jaipur,9,52000,19.81,1086,68.05,5,2.25
1347,BMW,SUV/MUV/MPV,Diesel,Automatic,First,Kochi,3,35659,15.97,2993,258.0,7,43.78
1348,Honda,Sedan,Petrol,Manual,First,Kochi,0,5377,16.8,1497,116.3,5,11.45
1349,Mahindra,SUV/MUV/MPV,Diesel,Automatic,First,Delhi,5,65000,11.18,2696,184.0,7,10.5
1350,Ford,SUV/MUV/MPV,Diesel,Manual,First,Coimbatore,4,92708,22.7,1498,89.84,5,7.48
1351,Maruti,Hatchback,Petrol,Manual,First,Coimbatore,9,48105,19.7,796,46.3,5,3.1
1352,Volkswagen,Hatchback,Petrol,Manual,First,Mumbai,8,46759,16.47,1198,74.0,5,2.55
1353,Volkswagen,Hatchback,Diesel,Manual,First,Jaipur,6,62000,22.07,1199,73.9,5,3.5
1354,Volkswagen,Hatchback,Diesel,Manual,First,Kolkata,7,35175,22.07,1199,73.9,5,2.59
1355,Maruti,SUV/MUV/MPV,Diesel,Manual,First,Kolkata,6,70000,20.77,1248,88.8,7,5.45
1356,Ford,SUV/MUV/MPV,Diesel,Manual,First,Kolkata,2,30000,22.77,1498,98.59,5,6.0
1357,Toyota,SUV/MUV/MPV,Diesel,Automatic,First,Kolkata,3,66618,11.36,2755,171.5,7,15.49
1358,BMW,Sedan,Petrol,Automatic,Second,Mumbai,9,69300,10.8,2497,150.0,5,12.5
1359,Maruti,Sedan,Diesel,Manual,First,Kolkata,2,148000,23.4,1248,74.0,5,4.75
1360,Ford,SUV/MUV/MPV,Petrol,Manual,First,Mumbai,2,22000,18.88,999,123.24,5,7.85
1361,Hyundai,Sedan,Diesel,Manual,First,Ahmedabad,6,75000,16.8,1493,110.0,5,6.0
1362,Tata,Sedan,Petrol,Manual,First,Mumbai,3,43706,17.57,1193,88.7,5,4.0
1363,Audi,Sedan,Diesel,Automatic,First,Mumbai,8,42000,14.4,2967,241.4,5,28.75
1364,Tata,Hatchback,Diesel,Manual,First,Pune,7,65000,22.3,1248,74.0,5,2.5
1365,Maruti,Sedan,Diesel,Manual,First,Delhi,4,76128,26.59,1248,74.0,5,5.5
1366,Fiat,Sedan,Petrol,Manual,First,Kolkata,9,39852,16.0,1368,90.0,5,1.59
1367,Hyundai,Hatchback,Petrol,Manual,First,Mumbai,2,18673,18.6,1197,81.83,5,6.22
1368,Hyundai,Hatchback,Petrol,Manual,First,Kolkata,3,11583,21.1,814,55.2,5,2.75
1369,Mercedes-Benz,SUV/MUV/MPV,Diesel,Automatic,First,Pune,2,50000,17.9,2143,136.0,5,25.0
1370,Maruti,Hatchback,Petrol,Manual,First,Delhi,5,77000,23.1,998,67.04,5,2.8
1371,Chevrolet,Hatchback,Petrol,Manual,Second,Mumbai,5,54890,17.8,1199,76.8,5,2.45
1372,Honda,Hatchback,Petrol,Automatic,First,Pune,3,21000,19.0,1199,88.7,5,6.35
1373,BMW,Sedan,Diesel,Automatic,Third,Mumbai,10,58557,16.07,1995,181.0,5,8.0
1374,Renault,SUV/MUV/MPV,Diesel,Manual,First,Bangalore,5,70000,19.01,1461,108.45,5,8.25
1375,Ford,Hatchback,Petrol,Automatic,First,Mumbai,2,16000,17.01,1499,110.4,5,5.95
1376,Toyota,SUV/MUV/MPV,Diesel,Manual,First,Kochi,1,8899,13.68,2393,147.8,7,19.92
1377,Chevrolet,Hatchback,Diesel,Manual,First,Kochi,3,83629,25.44,936,56.3,5,3.15
1378,Volkswagen,Hatchback,Petrol,Automatic,First,Chennai,5,35059,17.21,1798,189.0,4,5.75
1379,Ford,SUV/MUV/MPV,Diesel,Automatic,First,Kochi,1,30552,10.91,3198,197.2,7,32.44
1380,Hyundai,Sedan,Diesel,Automatic,Second,Kochi,3,44875,22.32,1582,126.32,5,8.01
1381,Ford,Hatchback,Petrol,Manual,First,Coimbatore,2,25095,18.16,1196,86.8,5,6.48
1382,Maruti,Hatchback,Petrol,Manual,First,Jaipur,12,59000,16.1,796,37.0,4,0.75
1383,Honda,Sedan,Diesel,Manual,First,Kolkata,5,36000,26.0,1498,98.6,5,5.0
